000049,中银标普全球资源等权重指数,QDII-指数,100,1.5,0.15,陈学林,1.424
000051,华夏沪深300ETF联接A,联接基金,100,1.2,0.12,张弘弢,1.7212
000053,鹏华永诚一年定开债券,定开债券,100,0.8,0.08,刘涛,1.0228
000054,鹏华双债增利债券,债券型,100,0.8,0.08,刘太阳,1.3202
000055,广发纳斯达克100美元现汇A,QDII-指数,0,0,0,刘杰,0.6151
000056,建信消费升级混合,混合型,100,1.5,0.15,邱宇航,3.167
000057,中银消费主题混合,混合型,100,1.5,0.15,钱亚风云,2.465
000058,国联安安泰灵活配置混合,混合型,100,1,0.1,林渌,1.435
000059,国联安中证医药100A,股票指数,100,1.2,0.12,黄欣,1.4616
000061,华夏盛世混合,混合型,100,1.5,0.15,赵航,1.133
000063,长盛电子信息主题灵活配置混合,混合型,100,1.5,0.15,朱律,2.074
000064,大摩18个月定开债,定开债券,100,0,0,李轶,1.046
000065,国富焦点驱动混合,混合型,100,1.5,0.15,赵晓东,1.955
000066,诺安鸿鑫混合,混合型,100,1.5,0.15,宋德舜,1.8068
000067,民生加银转债优选A,债券型,100,0.8,0.08,邱世磊,0.864
000068,民生加银转债优选C,债券型,100,0,0,邱世磊,0.845
000069,国投瑞银中高等级债券A,债券型,100,0.8,0.08,宋璐,1.092
000070,国投瑞银中高等级债券C,债券型,100,0,0,宋璐,1.09
000071,华夏恒生ETF联接A,QDII-指数,100,1.2,0.12,徐猛,1.52
000072,华安稳健回报混合,混合型,100,1.5,0.15,郑可成,1.2417
000073,上投摩根成长动力混合,混合型,100,1.5,0.15,刘辉,2.9658
000074,工银信用纯债一年定开债A,定开债券,100,0.6,0.06,何秀红,1.571
000075,华夏恒生ETF联接现汇,QDII-指数,0,0,0,徐猛,0.235
000076,华夏恒生ETF联接现钞,QDII-指数,0,0,0,徐猛,0
000077,工银信用纯债一年定开债C,定开债券,100,0,0,何秀红,1.521
000078,工银信用纯债两年定开债A,定开债券,100,0.6,0.06,朱晨杰,1.402
000079,工银信用纯债两年定开债C,定开债券,100,0,0,朱晨杰,1.361
000080,天治可转债增强债券A,债券型,1000,0.8,0.08,王洋,1.496
000081,天治可转债增强债券C,债券型,1000,0,0,王洋,1.453
000082,嘉实研究阿尔法股票,股票型,100,1.5,0.15,张露,2.037
000083,汇添富消费行业混合,混合型,100,1.5,0.15,胡昕炜,8.88
000084,博时安盈债券A,债券型,100,0.3,0.03,黄海峰,1.2723
000085,博时安盈债券C,债券型,100,0,0,黄海峰,1.241
000086,南方稳利1年定开债A,定开债券,100,0.6,0.06,何康,1.06
000087,嘉实中证金边国债ETF联接A,联接基金,100,0.5,0.05,崔思维,1.0338
000088,嘉实中证金边国债ETF联接C,联接基金,100,0,0,崔思维,1.0265
000089,民生加银高等级信用债C,债券型,100,0,0,李文君,1.0232
000090,民生加银高等级信用债A,债券型,100,0.6,0.06,李文君,1.0251
000103,国泰中国企业境外高收益债,QDII,100,0.8,0.08,吴向军,1.341
000104,华宸未来稳健添利债券A,债券型,100,0.8,0.08,朱文辉,1.1383
000105,建信安心回报债券A,定开债券,100,0.6,0.06,闫晗,1.403
000106,建信安心回报债券C,定开债券,100,0,0,闫晗,1.36
000107,富国稳健增强债券A/B,债券型,100,0.8,0.08,俞晓斌,1.221
000109,富国稳健增强债券C,债券型,100,0,0,俞晓斌,1.197
000110,金鹰元安混合A,混合型,100,0.8,0.08,林龙军,1.5395
000111,易方达纯债1年定开债A,定开债券,100,0.6,0.06,李一硕,1.053
000112,易方达纯债1年定开债C,定开债券,100,0,0,李一硕,1.049
000113,嘉实如意宝定期债券A/B,定开债券,100,0.5,0.05,王立芹,1.184
000115,嘉实如意宝定期债券C,定开债券,100,0,0,王立芹,1.163
000116,嘉实丰益纯债定期债券,定开债券,100,0.6,0.06,轩璇,0.995
000117,广发轮动配置混合,混合型,100,1.5,0.15,吴兴武,3.56
000118,广发聚鑫债券A,债券型,100,0.8,0.08,张芊,1.51
000119,广发聚鑫债券C,债券型,100,0,0,张芊,1.505
000120,中银美丽中国混合,混合型,100,1.5,0.15,严菲,2.411
000121,华夏永福混合A,混合型,100,0.8,0.08,何家琪,2.401
000122,汇添富实业债债券A,债券型,100,1,0.1,徐一恒,1.241
000123,汇添富实业债债券C,债券型,100,0,0,徐一恒,1.196
000124,华宝服务优选混合,混合型,100,1.5,0.15,代云锋,3.478
000126,招商安润混合,混合型,1000,1.5,0.15,钟贇,2.9804
000127,农银行业领先混合,混合型,100,1.5,0.15,张峰,3.7575
000128,大成景安短融债券A,债券型,100,0,0,张俊杰,1.1915
000129,大成景安短融债券B,债券型,10000000,0,0,张俊杰,1.2184
000130,大成景兴信用债债券A,债券型,100,0.8,0.08,孙丹,1.336
000131,大成景兴信用债债券C,债券型,100,0,0,孙丹,1.2939
000134,中信保诚嘉鸿债券A,债券型,500,0.8,0.8,邢恭海,1.0075
000135,中信保诚嘉鸿债券C,债券型,500,0,0,邢恭海,1
000136,民生加银策略精选混合A,混合型,100,1.5,0.15,孙伟,4.93
000137,民生加银岁岁增利债券A,定开债券,1000,0.6,0.06,胡振仓,1.1571
000138,民生加银岁岁增利债券C,定开债券,1000,0,0,胡振仓,1.1454
000139,富国国有企业债债券A/B,债券型,100,0.8,0.08,张波,1.0059
000141,富国国有企业债债券C,债券型,100,0,0,张波,1.0066
000142,融通增强收益债券A,债券型,100,0.8,0.08,余志勇,1.2134
000143,鹏华双债加利债券,债券型,100,0.8,0.08,王石千,1.7606
000147,易方达高等级信用债债券A,债券型,10,0.8,0.08,林森,1.109
000148,易方达高等级信用债债券C,债券型,10,0,0,林森,1.108
000149,华安双债添利债券A,债券型,100,0.8,0.08,贺涛,1.3104
000150,华安双债添利债券C,债券型,100,0,0,贺涛,1.2781
000152,大成景旭纯债债券A,债券型,100,0.8,0.08,方锐,1.0701
000153,大成景旭纯债债券C,债券型,100,0,0,方锐,1.0691
000165,国投瑞银策略精选混合,混合型,100,1.5,0.15,吉莉,2.486
000166,中海信息产业精选混合,混合型,100,1.5,0.15,刘俊,1.4745
000167,广发聚优灵活配置混合A,混合型,10,1.5,0.15,张东一,3.205
000171,易方达裕丰回报债券,债券型,10,1,0.1,张清华,2.109
000172,华泰柏瑞量化增强混合A,混合型,100,1.2,0.12,田汉卿,1.649
000173,汇添富美丽30混合,混合型,100,1.5,0.15,王栩,3.582
000174,汇添富高息债债券A,债券型,100,1,0.1,徐光,1.557
000175,汇添富高息债债券C,债券型,100,0,0,徐光,1.466
000176,嘉实沪深300指数研究增强,股票指数,100,1,0.1,龙昌伦,2.0072
000179,广发美国房地产指数,QDII-指数,100,1.3,0.13,刘杰,1.181
000180,广发美国房地产指数现汇,QDII-指数,0,0,0,刘杰,0.1825
000181,景顺长城四季金利债券A,债券型,100,0.8,0.08,彭成军,1.208
000182,景顺长城四季金利债券C,债券型,100,0,0,彭成军,1.178
000183,嘉实丰益策略定期债券,定开债券,100,0.6,0.06,轩璇,1.011
000184,工银添福债券A,债券型,100,0.8,0.08,郭雪松,1.619
000185,工银添福债券B,债券型,100,0,0,郭雪松,1.602
000186,华泰柏瑞季季红债券,债券型,100,0.8,0.08,罗远航,1.0449
000187,华泰柏瑞丰盛纯债债券A,债券型,100,0.8,0.08,何子建,1.0219
000188,华泰柏瑞丰盛纯债债券C,债券型,100,0,0,何子建,1.0179
000189,易方达丰华债券A,债券型,100,0.8,0.08,张清华,1.3203
000190,中银新回报灵活配置混合A,混合型,100,1.2,0.12,李建,1.732
000191,富国信用债债券A/B,债券型,100,0.8,0.08,黄纪亮,1.1382
000192,富国信用债债券C,债券型,100,0,0,黄纪亮,1.1279
000194,银华信用四季红债券A,债券型,100,0.8,0.08,邹维娜,1.076
000195,工银成长收益混合A,混合型,100,1.2,0.12,张洋,1.462
000196,工银成长收益混合B,混合型,100,0,0,张洋,1.418
000197,富国目标收益一年期纯债债券,定开债券,100,0.6,0.06,俞晓斌,1.107
000198,天弘余额宝货币,货币型,0,0,0,王登峰,0
000199,国泰量化策略收益混合,混合型,100,1.2,0.12,高崇南,1.9278
000200,博时岁岁增利一年定开债,定开债券,100,0.6,0.06,鲁邦旺,1.156
000201,诺安泰鑫一年定开债A,定开债券,100,0.6,0.06,岳帅,1.001
000203,国富日日收益货币A,货币型,100,0,0,王莉,0
000204,国富日日收益货币B,货币型,5000000,0,0,王莉,0
000205,易方达投资级信用债债券A,债券型,100,0.8,0.08,王晓晨,1.13
000206,易方达投资级信用债债券C,债券型,100,0,0,王晓晨,1.13
000207,建信双债增强债券A,债券型,100,0.8,0.08,朱虹,1.264
000208,建信双债增强债券C,债券型,100,0,0,朱虹,1.227
000209,信诚新兴产业混合,混合型,100,1.5,0.15,王睿,3.14
000210,光大现金宝货币A,货币型,100,0,0,魏丽,0
000211,光大现金宝货币B,货币型,5000000,0,0,魏丽,0
000212,泰信鑫益定期开放A,定开债券,100,0.6,0.06,何俊春,1.213
000213,泰信鑫益定期开放C,定开债券,100,0,0,何俊春,1.189
000214,广发成长优选混合,混合型,100,1.5,0.15,代宇,1.732
000215,广发趋势优选灵活配置混合A,混合型,10,1.5,0.15,谭昌杰,1.6336
000216,华安黄金易ETF联接A,联接基金,100,0.6,0.06,许之彦,1.3467
000217,华安黄金易ETF联接C,联接基金,100,0,0,许之彦,1.3339
000218,国泰黄金ETF联接A,联接基金,100,0.7,0.07,艾小军,1.3758
000219,博时裕益混合,混合型,100,1.5,0.15,周心鹏,2.167
000220,富国医疗保健行业混合A,混合型,100,1.5,0.15,孙笑悦,5.489
000221,汇添富年年利定开债A,定开债券,100,0.6,0.06,徐光,1.288
000222,汇添富年年利定开债C,定开债券,100,0,0,徐光,1.254
000227,华安年年红债券A,定开债券,100,0.6,0.06,周益鸣,1.041
000235,诺安稳固收益一年定开债,定开债券,100,0,0,裴禹翔,1.011
000236,工银月月薪定期支付债券A,债券型,100,0.8,0.08,张洋,1.762
000239,华安年年盈定开债A,定开债券,100,0.6,0.06,孙丽娜,1.013
000240,华安年年盈定开债C,定开债券,100,0,0,孙丽娜,1.011
000241,宝盈核心优势混合C,混合型,0,0,0,李健伟,1.1644
000242,景顺长城策略精选灵活配置混合,混合型,100,1.5,0.15,张靖,2.483
000244,天弘稳利定期开放A,定开债券,100,0.6,0.06,柴文婷,1.1649
000245,天弘稳利定期开放B,定开债券,100,0,0,柴文婷,1.1424
000246,博时月月薪定期支付债券,定开债券,100,0,0,陈黎,1.012
000248,汇添富中证主要消费ETF联接,联接基金,10,1,0.1,吴振翔,3.3807
000251,工银金融地产混合A,混合型,100,1.5,0.15,王君正,2.675
000252,景顺长城景兴信用纯债债券A,债券型,100,0.8,0.08,何江波,1.164
000253,景顺长城景兴信用纯债债券C,债券型,100,0,0,何江波,1.159
000254,长城定开债A,定开债券,100,0.6,0.06,张棪,1.0949
000255,长城定开债C,定开债券,100,0,0,张棪,1.0909
000256,上投摩根红利回报混合A,混合型,100,1.2,0.12,聂曙光,1.0129
000259,农银区间收益混合,混合型,100,1.5,0.15,魏刚,4.2659
000263,工银信息产业混合A,混合型,100,1.5,0.15,单文,4.342
000264,博时内需增长混合A,混合型,100,1.5,0.15,刘阳,1.517
000265,易方达恒久添利1年定开债A,定开债券,100,0.6,0.06,藏海涛,1.036
000266,易方达恒久添利1年定开债C,定开债券,100,0,0,藏海涛,1.031
000267,广发集利一年定开债A,定开债券,100,0.8,0.08,代宇,1.065
000268,广发集利一年定开债C,定开债券,100,0,0,代宇,1.062
000270,建信灵活配置混合,混合型,100,1.2,0.12,牛兴华,1.1015
000271,中邮定开债A,定开债券,100,0.6,0.06,武志骁,1.048
000272,中邮定开债C,定开债券,100,0,0,武志骁,1.054
000273,华润元大安鑫灵活配置混合A,混合型,100,1.2,0.12,罗黎军,1.8163
000274,广发亚太中高收益债券,QDII,100,0.8,0.08,李晓博,1.319
000275,广发亚太中高收益债券现汇,QDII,0,0,0,李晓博,0.2038
000277,博时双月薪定期支付债券,定开债券,100,0.9,0.09,陈凯杨,0.997
000279,华商红利优选混合,混合型,100,1.5,0.15,邓默,0.97
000286,银华信用季季红债券A,债券型,100,0.7,0.07,邹维娜,1.047
000289,鹏华丰泰定开债A,定开债券,100,0.8,0.08,戴钢,1.0552
000290,鹏华全球高收益债(QDII),QDII,100,0.8,0.08,尤柏年,1.2177
000294,华安生态优先混合,混合型,10,1.5,0.15,陈媛,4.824
000295,鹏华丰实定开债A,定开债券,100,0.8,0.08,戴钢,1.148
000296,鹏华丰实定开债B,定开债券,100,0,0,戴钢,1.12
000297,鹏华可转债债券A,债券型,100,0.8,0.08,王石千,1.402
000298,中海纯债债券A,债券型,100,0.8,0.08,周梦婕,1.142
000299,中海纯债债券C,债券型,100,0,0,周梦婕,1.112
000300,德邦德利货币A,货币型,100,0,0,范文静,0
000301,德邦德利货币B,货币型,5000000,0,0,范文静,0
000305,中银中高等级A,债券型,100,0.8,0.08,陈玮,1.053
000306,天弘弘利债券,债券型,100,1,0.1,赵鼎龙,1.2848
000307,易方达黄金ETF联接A,联接基金,100,0.7,0.07,FANBING(范冰),1.2864
000308,建信创新中国混合,混合型,100,1.5,0.15,邵卓,4.849
000309,大摩品质生活精选股票,股票型,100,1.5,0.15,何晓春,3.315
000310,安信永利信用A,定开债券,100,0.7,0.07,李君,1.223
000311,景顺长城沪深300指数增强,股票指数,100,1.2,0.12,黎海威,2.854
000312,华安沪深300增强A,股票指数,100,1.2,0.12,许之彦,2.5035
000313,华安沪深300增强C,股票指数,100,0,0,许之彦,2.3935
000314,招商瑞丰灵活配置混合发起式A,混合型,100,1.5,0.15,王刚,1.655
000316,中海瑞利六个月定开债,定开债券,100,0.6,0.06,邵强,0.8416
000319,泰达淘利债券A,债券型,100,0.8,0.08,李祥源,1.1594
000320,泰达淘利债券C,债券型,100,0,0,李祥源,1.1409
000322,农银汇理金汇债券,债券型,100,0.8,0.08,许娅,1.0215
000324,华润元大现金收益货币A,货币型,100,0,0,李仆,0
000325,华润元大现金收益货币B,货币型,5000000,0,0,李仆,0
000326,南方中小盘成长股票,股票型,100,1.5,0.15,吴剑毅,1.7104
000327,南方新蓝筹混合,混合型,100,1.5,0.15,吴剑毅,2.3358
000328,上投摩根转型动力灵活配置混合,混合型,100,1.5,0.15,张富盛,3.1279
000329,鹏华丰饶定开债,定开债券,100,0.6,0.06,曾皓明,1.139
000330,汇添富现金宝货币A,货币型,0,0,0,蒋文玲,0
000331,中加货币A,货币型,100,0,0,魏泰源,0
000332,中加货币C,货币型,5000000,0,0,魏泰源,0
000333,长城稳固收益债券A,债券型,100,0.8,0.08,张棪,1.3348
000334,长城稳固收益债券C,债券型,100,0,0,张棪,1.3034
000335,安信永利信用C,定开债券,100,0,0,李君,1.212
000336,农银研究精选混合,混合型,100,1.5,0.15,赵诣,3.5512
000338,鹏华双债保利债券,债券型,100,0.8,0.08,王石千,1.2202
000339,长城医疗保健混合,混合型,100,1.5,0.15,谭小兵,4.3187
000341,嘉实新兴市场C2(QDII),QDII,0,0,0,关子宏,1.231
000342,嘉实新兴市场A1(QDII),QDII,100,0.8,0.08,关子宏,1.283
000343,华夏财富宝货币A,货币型,0,0,0,曲波,0
000345,鹏华丰融定开债,定开债券,100,0.6,0.06,刘涛,1.703
000346,建信安心回报6个月定开A,定开债券,100,0.6,0.06,闫晗,1.03
000347,建信安心回报6个月定开C,定开债券,100,0,0,闫晗,1.0247
000351,国富恒丰定期债券A,定开债券,100,0.7,0.07,王莉,1.011
000352,国富恒丰定期债券C,定开债券,100,0,0,王莉,1.01
000354,长盛城镇化主题混合,混合型,100,1.5,0.15,代毅,1.379
000355,南方丰元信用增强债券A,债券型,100,0.8,0.08,杜才超,1.2599
000356,南方丰元信用增强债券C,债券型,100,0,0,杜才超,1.2343
000359,易方达易理财货币A,货币型,0,0,0,石大怿,0
000362,国泰聚信价值优势混合A,混合型,100,1.5,0.15,程洲,2.586
000363,国泰聚信价值优势混合C,混合型,100,0,0,程洲,2.595
000366,汇添富添富通货币A,货币型,100,0,0,徐寅喆,0
000367,国泰安康定期支付混合A,混合型,100,0.8,0.08,王琳,1.863
000368,汇添富沪深300安中指数,股票指数,100,1.2,0.12,吴振翔,2.3944
000369,广发全球医疗保健(QDII),QDII-指数,100,1.3,0.13,刘杰,1.803
000370,广发全球医疗保健美元,QDII-指数,0,0,0,刘杰,0.2786
000371,民生加银现金宝货币A,货币型,0,0,0,李文君,0
000372,中银惠利半年定开债,定开债券,100,0.8,0.08,奚鹏洲,1.077
000373,华安中证细分医药ETF联接A,联接基金,100,1.2,0.12,苏卿云,2.158
000376,华安中证细分医药ETF联接C,联接基金,100,0,0,苏卿云,2.101
000377,上投摩根双债增利债券A,债券型,100,0.8,0.08,杨鑫,1.058
000378,上投摩根双债增利债券C,债券型,100,0,0,杨鑫,1.055
000379,平安日增利货币A,货币型,100,0,0,田元强,0
000380,景顺长城景益货币A,货币型,100,0,0,陈威霖,0
000381,景顺长城景益货币B,货币型,5000000,0,0,陈威霖,0
000385,景顺长城景颐双利债券A,债券型,100,0.8,0.08,董晗,1.598
000386,景顺长城景颐双利债券C,债券型,100,0,0,董晗,1.551
000389,广发天天红货币A,货币型,0,0,0,任爽,0
000390,华商优势行业混合,混合型,100,1.5,0.15,周海栋,1.348
000394,融通通源短融债券A,债券型,100,0,0,朱浩然,1.0773
000395,汇添富安心中国债券A,债券型,100,0.8,0.08,何旻,1.298
000396,汇添富安心中国债券C,债券型,100,0,0,何旻,1.304
000397,汇添富全额宝货币,货币型,0,0,0,徐寅喆,0
000398,华富灵活配置混合,混合型,100,1.5,0.15,姚姣姣,1.08
000402,工银纯债债券A,债券型,100,0.8,0.08,张略钊,1.1748
000403,工银纯债债券B,债券型,100,0,0,张略钊,1.1579
000404,易方达新兴成长灵活配置,混合型,100,1.5,0.15,刘武,4.514
000406,汇添富双利增强债券A,债券型,100,1,0.1,徐光,1.23
000407,汇添富双利增强债券C,债券型,100,0,0,徐光,1.223
000408,民生加银城镇化混合A,混合型,100,1.5,0.15,柳世庆,2.737
000409,鹏华环保产业股票,股票型,100,1.5,0.15,孟昊,3.972
000410,益民服务领先混合,混合型,100,1.5,0.15,赵若琼,5.171
000411,景顺长城优质成长股票,股票型,100,1.5,0.15,徐喻军,1.822
000414,嘉实绝对收益策略定期混合,混合型,100,1.5,0.15,金猛,1.412
000415,大摩添利18个月定开债A,定开债券,100,0.6,0.06,李轶,1.396
000416,大摩添利18个月定开债C,定开债券,100,0,0,李轶,1.359
000417,国联安新精选混合,混合型,100,1.5,0.15,魏东,1.4336
000418,景顺长城成长之星股票,股票型,100,1.5,0.15,邓敬东,3.92
000419,大摩优质信价纯债A,债券型,100,0.8,0.08,施同亮,1.054
000420,大摩优质信价纯债C,债券型,100,0,0,施同亮,1.048
000421,华泰柏瑞丰汇债券A,债券型,100,0.8,0.08,罗远航,1.0037
000422,华泰柏瑞丰汇债券C,债券型,100,0,0,罗远航,0.9975
000423,前海开源事件驱动混合A,混合型,100,1.5,0.15,王霞,1.983
000424,长盛添利宝货币A,货币型,100,0,0,段鹏,0
000425,长盛添利宝货币B,货币型,5000000,0,0,段鹏,0
000431,鹏华品牌传承混合,混合型,100,1.5,0.15,张航,3.34
000432,中银优秀企业混合,混合型,100,1.5,0.15,欧阳力君,2.139
000433,安信鑫发优选混合,混合型,100,1,0.1,王博,2.093
000434,新华壹诺宝货币A,货币型,100,0,0,王滨,0
000435,建信稳定添利债券A,债券型,100,0.6,0.06,牛兴华,1.117
000436,易方达裕惠定开混合发起式,混合型,0,0,0,胡剑,1.676
000439,国金鑫盈货币,货币型,100,0,0,曾省强,0
000452,南方医药保健灵活配置混合,混合型,100,1.5,0.15,王峥娇,4.307
000457,上投摩根核心成长股票,股票型,100,1.5,0.15,李博,2.8499
000458,英大领先回报混合发起式,混合型,100,1.2,0.12,郑中华,1.2724
000462,农银主题轮动混合,混合型,100,1.5,0.15,张燕,2.2616
000463,华商双债丰利债券A,债券型,100,0.8,0.08,厉骞,0.629
000464,嘉实活期宝货币,货币型,100,0,0,张文玥,0
000465,景顺长城鑫月薪定期支付债券,定开债券,1000,0.6,0.06,彭成军,1.016
000466,融通通瑞债券A/B,债券型,100,0.6,0.06,何天翔,1.186
000469,富国目标齐利一年期纯债债券,定开债券,100,0.6,0.06,黄纪亮,1.1
000471,富国城镇发展股票,股票型,100,1.5,0.15,蒲世林,2.523
000475,广发天天利货币A,货币型,100,0,0,任爽,0
000476,广发天天利货币B,货币型,5000000,0,0,任爽,0
000477,广发主题领先混合,混合型,100,1.5,0.15,吴兴武,2.815
000478,建信中证500指数增强A,股票指数,100,1.5,0.15,叶乐天,2.7387
000480,东方红新动力混合,混合型,100,1.5,1.5,周云,3.579
000481,华商双债丰利债券C,债券型,100,0,0,厉骞,0.618
000483,鑫元货币A,货币型,100,0,0,赵慧,0
000484,鑫元货币B,货币型,5000000,0,0,赵慧,0
000487,嘉实3个月理财债券A,理财型,100,0,0,张文玥,1.0062
000488,嘉实3个月理财债券E,理财型,0,0,0,张文玥,1.0068
000489,光大岁末红利纯债A,债券型,100,0.8,0.08,魏丽,1.025
000490,光大岁末红利纯债C,债券型,100,0,0,魏丽,1.0235
000493,南方现金通A,货币型,100,0,0,夏晨曦,0
000494,南方现金通B,货币型,0,0,0,夏晨曦,0
000495,南方现金通C,货币型,0,0,0,夏晨曦,0
000496,长安产业精选混合A,混合型,100,1.5,0.15,林忠晶,1.5406
000497,财通纯债债券A,债券型,100,0.8,0.08,林洪钧,1.0655
000501,华富恒富18个月定开债C,定开债券,100,0,0,姚姣姣,1.0564
000502,华富恒富18个月定开债A,定开债券,100,0.8,0.08,姚姣姣,1.0745
000503,中信建投景和中短债A,债券型,100,0.3,0.03,黄海浩,1.1404
000504,中信建投景和中短债C,债券型,100,0,0,黄海浩,1.1074
000505,国寿安保货币A,货币型,100,0,0,桑迎,0
000506,国寿安保货币B,货币型,5000000,0,0,桑迎,0
000507,泰达宏利宏达混合A,混合型,100,1.2,0.12,师婧,1.497
000508,泰达宏利宏达混合B,混合型,100,0,0,师婧,1.445
000509,广发钱袋子货币A,货币型,100,0,0,任爽,0
000511,国泰国策驱动灵活配置混合A,混合型,100,0.8,0.08,戴计辉,1.874
000512,国泰沪深300指数增强A,股票指数,100,1,0.1,谢东旭,1.6175
000513,富国高端制造行业股票,股票型,100,1.5,0.15,毕天宇,3.801
000516,富国祥利一年期定期开放债券型A,定开债券,0,0,0,黄纪亮,1.1408
000517,富国祥利一年期定期开放债券型C,定开债券,0,0,0,黄纪亮,1.1235
000520,上银新兴价值成长混合,混合型,100,1.5,0.15,赵治烨,1.62
000521,诺安瑞鑫定开债券,定开债券,0,0,0,潘飞,1.0077
000522,华润元大信息传媒科技混合,混合型,100,1.5,0.15,李仆,2.479
000523,国投瑞银医疗保健混合A,混合型,100,1.5,0.15,吴默村,1.622
000524,上投摩根民生需求股票,股票型,100,1.5,0.15,杨景喻,3.0669
000526,国泰浓益灵活配置混合A,混合型,100,0.8,0.08,樊利安,1.318
000527,南方新优享灵活配置混合A,混合型,10,1.5,0.15,章晖,5.366
000528,工银薪金货币A,货币型,100,0,0,王朔,0
000529,广发竞争优势混合A,混合型,10,1.5,0.15,苗宇,4.4299
000530,招商丰盛稳定增长混合A,混合型,100,1.5,0.15,王奇玮,1.952
000531,东吴阿尔法混合,混合型,100,1.5,0.15,刘瑞,1.7331
000532,景顺长城优势企业混合,混合型,100,1.5,0.15,江科宏,4.317
000533,永赢货币A,货币型,100,0,0,卢绮婷,0
000534,长盛高端装备混合,混合型,100,1.5,0.15,乔培涛,3.157
000535,长盛航天海工装备灵活配置混合,混合型,100,1.5,0.15,乔培涛,1.306
000536,前海开源可转债债券,债券型,100,0.8,0.08,曾健飞,1.061
000538,诺安优势行业混合A,混合型,100,1.5,0.15,吴博俊,1.47
000539,中银活期宝货币,货币型,100,0,0,范静,0
000540,国金金腾通货币A,货币型,100,0,0,曾省强,0
000541,华商创新成长混合发起式,混合型,100,1.5,0.15,梁皓,2.858
000542,上银慧财宝货币A,货币型,100,0,0,楼昕宇,0
000543,上银慧财宝货币B,货币型,5000000,0,0,楼昕宇,0
000545,中邮核心竞争力灵活配置混合,混合型,100,1.5,0.15,任慧峰,1.769
000546,兴业定开债A,定开债券,100,0.6,0.06,周鸣,1.128
000547,建信健康民生混合,混合型,100,1.5,0.15,姜锋,5.42
000548,鹏华聚财通货币,货币型,10,0,0,叶朝明,0
000549,华安大国新经济股票,股票型,100,1.5,0.15,翁启森,3.176
000550,广发新动力混合,混合型,100,1.5,0.15,刘玉,3.155
000551,信诚幸福消费混合,混合型,100,1.5,0.15,闾志刚,2.776
000552,中加纯债一年A,定开债券,100,0.57,0.057,闫沛贤,1.1
000553,中加纯债一年C,定开债券,100,0,0,闫沛贤,1.097
000554,中国梦灵活配置混合,混合型,100,1.5,0.15,张原,2.093
000556,国投瑞银新机遇灵活配置混合A,混合型,100,0.6,0.06,宋璐,2.517
000557,国投瑞银新机遇灵活配置混合C,混合型,100,0,0,宋璐,2.443
000559,诺安天天宝A,货币型,100,0,0,谢志华,0
000560,诺安天天宝E,货币型,100,0,0,谢志华,0
000561,南方启元债券A,债券型,100,0.8,0.08,黄河,1.143
000562,南方启元债券C,债券型,100,0,0,黄河,1.157
000563,南方通利债券A,债券型,100,0.8,0.08,何康,1.1196
000564,南方通利债券C,债券型,100,0,0,何康,1.1181
